

#sentence 0
0	I	i	PRON	PRP	nsubj	like	1	pp_all	pp1	None	None	None	None	None	None	None
1	like	like	VERB	VBP	ROOT	like	1	verb	non_past_tense	None	None	None	None	None	mental_verb	None
2	to	to	PART	TO	aux	dressed	4	None	None	None	None	None	None	None	None	None
3	get	get	AUX	VB	auxpass	dressed	4	None	None	None	None	None	None	None	None	None
4	dressed	dress	VERB	VBN	xcomp	like	1	verb	None	None	agentless_passive	None	None	None	None	None
5	up	up	ADP	RP	prt	dressed	4	None	None	None	None	None	None	None	None	None
6	too	too	ADV	RB	advmod	dressed	4	None	None	None	None	None	None	None	None	None
7	.	.	PUNCT	.	punct	like	1	None	None	None	None	None	None	None	None	None

#sentence 1
8	But	but	CCONJ	CC	cc	is	10	None	None	None	None	None	None	None	None	None
9	it	it	PRON	PRP	nsubj	is	10	pp_all	pp3_it	None	None	None	None	None	None	None
10	is	be	AUX	VBZ	ROOT	is	10	None	None	be_mv	None	None	None	None	None	None
11	not	not	PART	RB	neg	is	10	None	None	None	None	None	None	None	None	None
12	so	so	ADV	RB	advmod	formal	13	None	emphatics	None	None	None	None	None	None	None
13	formal	formal	ADJ	JJ	acomp	is	10	None	jj_predicative	None	None	None	None	None	None	None
14	.	.	PUNCT	.	punct	is	10	None	None	None	None	None	None	None	None	None

#sentence 2
15	I	i	PRON	PRP	nsubj	mean	16	pp_all	pp1	None	None	None	None	None	None	None
16	mean	mean	VERB	VBP	parataxis	make	21	verb	non_past_tense	None	None	None	None	None	mental_verb	None
17	I	i	PRON	PRP	nsubj	make	21	pp_all	pp1	None	None	None	None	None	None	None
18	usually	usually	ADV	RB	advmod	make	21	None	None	None	None	None	None	None	None	None
19	do	do	AUX	VBP	aux	make	21	None	None	None	None	None	None	None	None	None
20	n't	not	PART	RB	neg	make	21	None	None	None	None	contraction	None	None	None	None
21	make	make	VERB	VB	ROOT	make	21	verb	non_past_tense	None	None	None	None	None	None	None
22	up	up	ADP	RP	prt	make	21	None	None	None	None	None	None	None	None	None
23	.	.	PUNCT	.	punct	make	21	None	None	None	None	None	None	None	None	None

#sentence 3
24	some	some	DET	DT	det	time	25	None	None	None	None	None	None	None	None	None
25	time	time	NOUN	NN	npadvmod	use	26	nn_all	None	None	None	None	None	None	nn_quantity	None
26	use	use	VERB	VB	ROOT	use	26	verb	non_past_tense	None	None	None	None	None	activity_verb	None
27	lipstick	lipstick	NOUN	NN	dobj	use	26	nn_all	None	None	None	None	None	None	None	None
28	but	but	CCONJ	CC	cc	use	26	None	None	None	None	None	None	None	None	None
29	that	that	PRON	DT	nsubj	's	30	None	pp_demonstrative	None	None	None	None	None	None	None
30	's	be	AUX	VBZ	conj	use	26	None	None	be_mv	None	contraction	None	None	None	None
31	it	it	PRON	PRP	attr	's	30	pp_all	pp3_it	None	None	None	None	None	None	None
32	.	.	PUNCT	.	punct	's	30	None	None	None	None	None	None	None	None	None

#sentence 4
33	That	that	PRON	DT	nsubj	's	34	None	pp_demonstrative	None	None	None	None	None	None	None
34	's	be	AUX	VBZ	ROOT	's	34	None	None	be_mv	None	contraction	None	None	None	None
35	all	all	PRON	DT	attr	's	34	None	None	None	None	None	None	None	None	None
36	.	.	PUNCT	.	punct	's	34	None	None	None	None	None	None	None	None	None

#sentence 5
37	I	i	PRON	PRP	nsubj	am	38	pp_all	pp1	None	None	None	None	None	None	None
38	am	be	AUX	VBP	ROOT	am	38	None	None	be_mv	None	None	None	None	None	None
39	interested	interested	ADJ	JJ	acomp	am	38	None	jj_predicative	None	None	None	None	None	None	None
40	it	it	PRON	PRP	npadvmod	interested	39	pp_all	pp3_it	None	None	None	None	None	None	None
41	but	but	CCONJ	CC	cc	am	38	None	None	None	None	None	None	None	None	None
42	I	i	PRON	PRP	nsubj	know	45	pp_all	pp1	None	None	None	None	None	None	None
43	do	do	AUX	VBP	aux	know	45	None	None	None	None	None	None	None	None	None
44	n't	not	PART	RB	neg	know	45	None	None	None	None	contraction	None	None	None	None
45	know	know	VERB	VB	conj	am	38	verb	non_past_tense	None	None	None	None	None	mental_verb	None
46	how	how	SCONJ	WRB	advmod	do	48	None	wh_clause	None	None	None	None	None	None	None
47	to	to	PART	TO	aux	do	48	None	None	None	None	None	None	None	None	None
48	do	do	VERB	VB	xcomp	know	45	verb	non_past_tense	None	None	to_clause	None	None	None	None
49	it	it	PRON	PRP	dobj	do	48	pp_all	pp3_it	None	None	None	None	None	None	None
